"gene_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name","F0hPC1","F0hPC2","F0hPC3","F0hPP1","F0hPP2","F0hPP3"
"ENSMUSG00000071708",124.008813482445,-0.194338887696466,0.22760499972667,-0.853842788734198,0.393192102575723,0.777304545565751,"Sms","spermine synthase",169.839671950851,128.540502730162,81.215295683523,154.881716610853,134.016629430239,117.039381766597
"ENSMUSG00000071711",473.285149600772,-0.0483672087839805,0.171698545518561,-0.281698418806652,0.778174767020693,0.951053797917084,"Mpst","mercaptopyruvate sulfurtransferase",585.57772478312,584.323371982863,361.449415600173,480.197435006431,460.626367072697,301.229923081442
"ENSMUSG00000071713",33.1912296328614,0.761163899889161,0.448800291401677,1.69599689321039,0.0898864684282514,0.409926532709018,"Csf2rb","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)",67.3137344405114,106.066582724643,70.6367927572359,28.7607011595535,32.7148388962171,56.4325692279041
"ENSMUSG00000071714",0.753807023831644,-3.78576419942455,4.26300488118387,-0.888050636801806,0.374513513863714,NA,"Csf2rb2","colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)",0,0,0,6.60790823649752,0,0
"ENSMUSG00000071715",0.935499748547579,-1.86548336784846,2.86214865688103,-0.651777245519225,0.514544882693849,NA,"Ncf4","neutrophil cytosolic factor 4",2,0,0,0,0,2
"ENSMUSG00000071716",18.7159066907447,0.882803361060516,0.801603924491272,1.1012962063787,0.27076776172349,0.676361851822959,"Apol7e","apolipoprotein L 7e",33.0081693731617,24.0066297579822,20.0075059048023,13.0046841767319,14,7.73306666174256
"ENSMUSG00000071719",10.0969483725942,-2.08117921147567,1.88658266590031,-1.10314763783886,0.269963056139472,0.675306345655895,"Nalf2","NALCN channel auxiliary factor 2",0,0,0,1,1,0
"ENSMUSG00000071722",6.79739711935805,0.638132723993973,0.927103760235857,0.688307772402553,0.491258988225129,0.836951752760497,"Spin4","spindlin family, member 4",12,18,7,2,11,6
"ENSMUSG00000071723",7.32171345768784,-0.516268833161172,0.757945120719789,-0.681142762250244,0.495781161283973,0.838659453638687,"Gspt2","G1 to S phase transition 2",15,8,5,4,14,15
"ENSMUSG00000071724",0.543850183524582,0.615884755234521,3.18929959593052,0.19310972102476,0.846873039674232,NA,"Smpd5","sphingomyelin phosphodiesterase 5",0,0,2.01915149239569,0,0,1.14411445440605
"ENSMUSG00000071748",9.47602470306158,1.39432312644146,1.50717623084303,0.925122821013142,0.35490202354103,0.746893780332096,"Styx-ps","serine/threonine/tyrosine interacting protein, pseudogene",7.01857641525995,11.2289554564583,5.53979739142836,0,0,7.17658559623346
"ENSMUSG00000071757",420.585864798891,0.209209124547915,0.236217327013018,0.885663753770209,0.375798745672673,0.76349854784655,"Zhx2","zinc fingers and homeoboxes 2",581,566,521,522,447,433
"ENSMUSG00000071770",0.592572128570596,0,6.00582262376492,0,1,NA,"Rhox4e","reproductive homeobox 4E",0,0,0,0,0,0
"ENSMUSG00000071771",5.35980123164601,5.71537628197555,2.16494364860192,2.6399653800072,0.00829144967148398,0.0915903182253992,"Rhox4b","reproductive homeobox 4B",19,3.632976920906e-06,13.6976784218259,3.34849904689677e-06,1.81477275665711e-06,0
"ENSMUSG00000071793",332.204164703432,0.482721812616689,0.274328035253308,1.75965176935327,0.0784668681251714,0.379718658060203,"2610005L07Rik","RIKEN cDNA 2610005L07 gene",469.583311524861,376.878195272581,428.284811843625,272.123840838338,302.477317858246,231.8458444826
"ENSMUSG00000071796",921.977482257722,0.0796097082629354,0.172435751053719,0.461677510472493,0.644312601071031,0.9045144581543,"6820431F20Rik","RIKEN cDNA 6820431F20 gene",1206.26289655224,1064.70093497655,914.958174890417,910.470638304272,919.196258419872,793.128080744227
"ENSMUSG00000071855",1.97204199418842,1.14313083894733,1.35322349405187,0.844746521156328,0.398252379217854,NA,"Ccdc112","coiled-coil domain containing 112",4,3,1,2.38802537418176,1.19086095219925,0
"ENSMUSG00000071856",538.625010425581,0.201694644896565,0.228461411077614,0.882839005262227,0.377323262706345,0.765197814217853,"Mcc","mutated in colorectal cancers",510.040984376946,542.591493070942,389.735664068834,411.662831471793,288.118748711357,376.016184162645
"ENSMUSG00000071862",0.419064710217114,-1.15152863779122,3.30582637305349,-0.348333066484549,0.727590063495222,NA,"Lrrtm2","leucine rich repeat transmembrane neuronal 2",0,0,1,1.45687831905782,0,1
"ENSMUSG00000071866",7112.27624542898,-0.382585838086702,0.10512694636079,-3.63927471814589,0.000273407005146299,0.00665756035889089,"Ppia","peptidylprolyl isomerase A",7486.99175802955,7818.08747486832,5325.93711183812,8236.05115728351,8076.55149957149,6132.07641617725
"ENSMUSG00000071867",0.779127734209365,0.156302408410188,4.29257143391488,0.0364123022334047,0.970953604921472,NA,"Mrpl27-ps","mitochondrial ribosomal protein L27, pseudogene",4.26315398324407,4.42111078228292,0,0,0,5.27468787873198
"ENSMUSG00000071890",1.71770868563104,-2.66444540053718,2.04924594380028,-1.30020772206387,0.193529784708199,NA,"Mroh9","maestro heat-like repeat family member 9",2,0,0,2,5,3
"ENSMUSG00000071893",0.612073977000021,-0.250906812568802,3.17253728253575,-0.0790871123721695,0.93696333424067,NA,"Vmn1r4","vomeronasal 1 receptor 4",1.19944656910142,0,0,0,1,0
"ENSMUSG00000071984",1.61019163083256,1.82706448875137,1.7177204048176,1.06365650872348,0.287484333230746,NA,"Fndc1","fibronectin type III domain containing 1",3,2.00015603452053,2,1,2,1
"ENSMUSG00000072082",292.122342423324,-0.209712887221332,0.346044623482495,-0.606028451217766,0.544495860564199,0.860546830945594,"Ccnf","cyclin F",197.150966505232,264.491449272573,192.430094150066,175.493790743607,196.093767942991,253.293522959945
"ENSMUSG00000072115",2429.08687604576,1.70958051358343,0.334633126658987,5.10882030913097,3.24176469423603e-07,2.01200502697142e-05,"Ang","angiogenin, ribonuclease, RNase A family, 5",5798.88946489059,5676.82459207297,3115.53184343473,2002.54664925878,1276.76463886176,583.450612944359
"ENSMUSG00000072214",20.2929914495658,-0.620584822603139,0.546247360068865,-1.13608754562201,0.25591992685169,0.66170358714338,"Septin5","septin 5",20.7697078370217,42.5589847507816,23.1093488259566,51.4894839970695,16.4689204802151,44.4222495263123
"ENSMUSG00000072235",85.533909780957,-0.42771001448284,0.336009725637318,-1.27290962686152,0.203050112747096,0.604664294688071,"Tuba1a","tubulin, alpha 1A",84.8383510751273,89.4665763974122,81.4116043979879,94.1749240866348,72.9713145904829,115.798468955561
"ENSMUSG00000072244",3.83617105586809,1.2553143921147,1.02569726288013,1.22386442622437,0.221003375336041,0.626788226521893,"Trim6","tripartite motif-containing 6",9.67610464216601,2.55576260276426,6.6088920449705,1.00010821714385,0,11
"ENSMUSG00000072258",48.8109481612548,-0.177725997708688,0.349013206964521,-0.509224276222747,0.61059502873458,0.892058341265555,"Taf1a","TATA-box binding protein associated factor, RNA polymerase I, A",47.7162785399824,45.7625872634709,51.0165049214031,37.2161739346333,50.6962562604149,50.0811931983568
"ENSMUSG00000072294",1.14161474846428,0.316872928954794,5.65009150297117,0.0560827959667844,0.955275849195651,NA,"Klf12","Kruppel-like transcription factor 12",0,10.5467779034414,0,0,0,5.92851522062471
"ENSMUSG00000072407",0.762929860213281,-1.31122921320957,2.52671590308487,-0.518946040434814,0.603798370329517,NA,"Gm6419","predicted gene 6419",2.00347681417821,0,0,2.04281037804104,1.0078311415221,1
"ENSMUSG00000072421",0.597948696815076,1.13153746692602,3.24880148668717,0.348293815908052,0.727619537646536,NA,"Gm10357","predicted gene 10357",2.54061128719716,0,0,1.41319004053297,0,0
"ENSMUSG00000072423",5.46518527633799,-0.765365986170871,0.824083738562206,-0.928747832721732,0.35301978545812,0.745245375281309,"Psmb11","proteasome (prosome, macropain) subunit, beta type, 11",3.38656244266885,6.46212282423785,2.10905139509169,1.48134151599161,7.01854507176603,7.25979464882255
"ENSMUSG00000072437",1.69610927080939,-2.14057486150732,1.64226984162456,-1.30342456961265,0.192429852921269,NA,"Nanos1","nanos C2HC-type zinc finger 1",0,2,0,1,4,2
"ENSMUSG00000072476",1.78941190451922,-3.306206270878,1.60357125682011,-2.06177695990525,0.0392289755912352,NA,"Rnf26rt","ring finger protein 26, retrotransposed",0,0,1.15081625083079,2.50602071646867,3.54165575199748,2.24106614704015
"ENSMUSG00000072494",71.6978853793718,-0.0845545780413062,0.267513943191442,-0.316075405388481,0.751945274171033,0.943395800915594,"Ppp1r3e","protein phosphatase 1, regulatory subunit 3E",79.4245287833122,96.2871825839789,48.3162067714631,95.6025470374849,55.0389891968338,74.5766169286578
"ENSMUSG00000072501",198.905655360537,0.720797195452164,0.942014086150895,0.765166047991245,0.44417267426628,0.809815571172187,"Phf20l1","PHD finger protein 20-like 1",258.296553077209,172.401767300597,137.57777587622,217.598779910586,0.0548333520794336,78.1351082499457
"ENSMUSG00000072568",480.320809688999,-0.386799841928529,0.202054753525654,-1.91433180946876,0.0555777724680136,0.314917110748693,"Lratd2","LRAT domain containing 1",1084,1022,625,1384,897,705
"ENSMUSG00000072571",13.9798990366239,0.15489822463628,0.764324648460591,0.20266025039001,0.839400593994847,0.968438658677783,"Tmem253","transmembrane protein 253",20.7543737678368,23,14.3803306247184,11,10.1286775201766,20.7729379290517
"ENSMUSG00000072572",28.7844616562996,-0.166828750605587,0.452159105275892,-0.368960281146596,0.71215733031152,0.928616413771378,"Slc39a2","solute carrier family 39 (zinc transporter), member 2",32,28.8689472545442,33.7981089551014,40.0111221238733,29.0014272604346,23.0063809240012
"ENSMUSG00000072575",0.580127477977529,0.267379812508286,3.0231254508142,0.0884448286577966,0.929523132757299,NA,"Eddm3b","epididymal protein 3B",1,0,3,0,1,2
"ENSMUSG00000072582",289.58770811696,0.12525676113967,0.160894535301768,0.778502271097912,0.436272968282921,0.805649943089856,"Ptrh2","peptidyl-tRNA hydrolase 2",395.000599662887,406.000390768632,345,264,295.593121366014,317.000849743554
"ENSMUSG00000072594",1.93507523356592,0.357559957270595,1.58235658613685,0.225966738725775,0.821227289919057,NA,"Gm16439","predicted pseudogene 16439",3.05575276273632,0,4.15051354763099,2.07739643387294,3.05813491074542,0
"ENSMUSG00000072596",0.724840465283503,-0.905539748428069,2.89543103760325,-0.312747821194058,0.75447226064019,NA,"Ear2","eosinophil-associated, ribonuclease A family, member 2",2,0,0,1,2,0
"ENSMUSG00000072612",253.693373865383,0.115584031894861,0.599079198959855,0.192936146164885,0.847008976287075,0.970769658720345,"Gm10382","predicted gene 10382",391.276750688762,351.479025269824,548.757707942416,247.710958838608,354.100494644304,421.339893227729
"ENSMUSG00000072620",7.1112938917396,0.985644257995753,1.44140134909023,0.683809723515149,0.494095325762698,0.837991795690329,"Slfn2","schlafen 2",28,6.70167693392891e-08,4.5,5,3.5,4
"ENSMUSG00000072621",0.472050010006529,2.04015383824303,3.6470107451258,0.559404394673002,0.575885762809815,NA,"Slfn10-ps","schlafen 10, pseudogene",0,3,0,0,0.5,0
"ENSMUSG00000072623",42.3435280127111,-0.588026534476411,0.488139291758221,-1.20462856484756,0.228346724309584,0.63579965561715,"Zfp9","zinc finger protein 9",47.6810010037465,56.0493080152408,38.5606759469695,49.0589459505229,108.249977338876,24.0190221619428
"ENSMUSG00000072624",5.08282394345646,-0.715101768356534,0.891710129169147,-0.801944202453808,0.422585235375613,0.797317566195186,"Gm5460","predicted gene 5460",3,2,6.66056813433494,2,7,8
"ENSMUSG00000072625",5.09423033922305,2.51587121416664,1.58694037291969,1.58535963738693,0.112884646245587,0.455231491533061,"Gdf2","growth differentiation factor 2",28,7,0,5,0,0
"ENSMUSG00000072640",112.411593061104,0.0655164309527122,0.509512395673993,0.128586530001975,0.897684825316849,0.9838773149099,"Lyrm9","LYR motif containing 9",153.21106588748,163.395809276134,119.559484396084,163.927803619021,119.566102381891,144.244957037738
"ENSMUSG00000072647",12.2439934013583,-0.130604878570063,0.591835985347102,-0.220677488026459,0.825343561294977,0.965324259963202,"Adam1a","a disintegrin and metallopeptidase domain 1a",16,12.9098750239261,15.1854107623422,16.1928878519459,12.9545115739018,12
"ENSMUSG00000072653",7.48296027525809,-1.90948181389984,0.807103135456064,-2.36584611063475,0.0179889200311197,0.155670654277083,"Zfp783","zinc finger protein 783",8.58265870071063,1.12450501912933,6.17236013122392,4.04765249817814,9.95253276900458,10.5939703519857
"ENSMUSG00000072662",4.95718565277021,-0.654182263913926,0.80595861533155,-0.811682202373149,0.41697400930896,0.793398143479076,"Mansc4","MANSC domain containing 4",8,6,1,9,7,2
"ENSMUSG00000072663",1.06641864943448,-0.703327846105456,2.15704910659827,-0.32606019211803,0.744378814619255,NA,"Spef2","sperm flagellar 2",2,0,1,1,0,3
"ENSMUSG00000072664",2081.48375190349,0.478355721628176,0.219113528865939,2.18314096853805,0.0290254303655943,0.211436199924424,"Ugt3a1","UDP glycosyltransferases 3 family, polypeptide A1",3494.4496286209,2751.10079222876,1611.20282933316,2133.21223414035,1439.40361786359,1045.82200744614
"ENSMUSG00000072673",16.4183530896174,0.517644947723053,0.802674317415665,0.644900349359242,0.518991765321732,0.851402120183668,"Gm10392","predicted gene 10392",20.4329997241831,23.5162481434057,15.0379266232143,5.00877005434094,9.77609595046178,17.6469535300612
"ENSMUSG00000072674",1.33668104974182,2.87183379559785,2.31677704008954,1.23958142967735,0.215130252843839,NA,NA,NA,3.32209678491311,0,0,0,0,0
"ENSMUSG00000072676",186.406895248205,0.744976884516338,0.2885697306289,2.58161825529226,0.00983382941533259,0.10255344079054,"Tmem254","transmembrane protein 254",390.556581232041,362.143598840386,151.155072366964,220.659720856155,124.20666403897,103.780649192408
"ENSMUSG00000072680",1324.00501103048,1.22865695162704,0.216682249778501,5.67031657130662,1.42533900433878e-08,1.1740570169072e-06,NA,NA,2817.64934998069,2693.65044374562,1859.7304746181,798.469189039262,742.941117982119,1016.31937498653
"ENSMUSG00000072692",267.801577196243,-0.100017558772324,0.205081089829147,-0.487697616858037,0.625764040032927,0.898133765991772,"Rpl37rt","ribosomal protein L37, retrotransposed",344.236001055379,255.170706855294,255.655633239707,303.50289681605,286.61881710726,177.515557339382
"ENSMUSG00000072693",1.71213271821372,3.62389485594893,3.61476797464049,1.0025248871774,0.316090152878727,NA,NA,NA,8.2056428880011,0.563466127418826,0,0,0,0
"ENSMUSG00000072694",16.981731425308,-0.533824785319531,0.517093443357955,-1.03235651539676,0.301905134822563,0.704241555065553,"1500011B03Rik","RIKEN cDNA 1500011B03 gene",12.0230952321503,20,10.6678984833685,19,16.042171745973,15.0649401246048
"ENSMUSG00000072704",1270.42462446002,0.165750315922022,0.102138018740722,1.62280723638061,0.104630618341703,0.442953988309546,"Smim10l1","small integral membrane protein 10 like 1",1705.72219264433,1750.94539272966,1363.80062571611,1349.69250696976,1232.72594934235,1025.65930436809
"ENSMUSG00000072762",29.9984060087559,0.293482401270955,0.414266042059456,0.708439436194082,0.478672409828082,0.831693312076292,"4930522L14Rik","RIKEN cDNA 4930522L14 gene",50.1918950463986,52.694635872446,48.3662702885677,37.5796255271811,24.5761056640458,25.05975698512
"ENSMUSG00000072763",36.6047684532032,0.299298367258196,0.372765626058473,0.802913000382839,0.422025021373246,0.797116480775435,"Zfp1007","zinc finger protein 1007",54.3763155894933,84.5196103024315,41.4258594425892,46.200304098845,44.4991549871944,31.0179224232337
"ENSMUSG00000072768",0.57877738405187,0,5.51613403963926,0,1,NA,NA,NA,0,0,0,0,0,0
"ENSMUSG00000072770",36.6345977371149,-0.277102407204631,0.425836101707007,-0.650725492962758,0.515223703782884,0.84946911527747,"Acrbp","proacrosin binding protein",37,31,25,29,29,22
"ENSMUSG00000072772",1731.43352400448,0.111880983946375,0.169970885824839,0.658236164408019,0.510386389846899,0.846562583731139,"Grcc10","gene rich cluster, C10 gene",2158.85643251765,1787.18219570244,1227.06370853978,1739,1385.70451225458,860.561938898029
"ENSMUSG00000072774",1.78144683964577,-3.81649816865384,2.93409942446703,-1.30073921041278,0.193347735993638,NA,"Zfp951","zinc finger protein 951",0,0,0,0,0,5.84024793281654
"ENSMUSG00000072789",1.39514057840299,0.805251120179212,1.48027056842954,0.543989144520738,0.586448942986324,NA,"Gm10420","predicted gene 10420",0,5.70070519508875,4.44704816538494,3.36741911182097,1.13937982589338,1.14039244921512
"ENSMUSG00000072812",12.544411158368,-0.0123516724971021,0.463229980998906,-0.026664233758072,0.978727540309054,0.997566475548733,NA,NA,19.0331347761652,26,9.23312846976996,16.320509264548,10,13.2883633310706
"ENSMUSG00000072825",309.371354655336,-0.0448788887095595,0.237340905552707,-0.189090408183317,0.850021959036957,0.971424974967098,"Cep170b","centrosomal protein 170B",437.648053605327,392.153944048414,173.806625080718,362.368798821426,241.292300107045,257.35082108137
"ENSMUSG00000072849",41147.3163390024,-0.504699288729783,0.746758390567497,-0.675853522511127,0.499133649001983,0.84088686837652,"Serpina1e","serine (or cysteine) peptidase inhibitor, clade A, member 1E",1741.75027016175,1914.77966727966,919.000542556498,1185.28307861281,2015.19086353928,1951.08790097115
