From,To
Q9JHU4,ENSMUSG00000018707.14
Q9JHU9,ENSMUSG00000019139.11
Q9JHW2,ENSMUSG00000022751.10
Q9JHW4,ENSMUSG00000033216.10
Q9JHZ2,ENSMUSG00000022265.8
Q9JI08,ENSMUSG00000022089.10
Q9JI10,ENSMUSG00000022329.16
Q9JI11,ENSMUSG00000018209.16
Q9JI13,ENSMUSG00000070697.5
Q9JI39,ENSMUSG00000031974.9
Q9JI44,ENSMUSG00000009640.12
Q9JI75,ENSMUSG00000046949.17
Q9JI78,ENSMUSG00000021785.9
Q9JI90,ENSMUSG00000060450.15
Q9JI91,ENSMUSG00000052374.17
Q9JI99,ENSMUSG00000021054.7
Q9JIA7,ENSMUSG00000057342.16
Q9JIB4,ENSMUSG00000021639.18
Q9JIF0,ENSMUSG00000109324.3
Q9JIF3,ENSMUSG00000026791.15
Q9JIF7,ENSMUSG00000030754.10
Q9JIG7,ENSMUSG00000031143.5
Q9JIH2,ENSMUSG00000016619.11
Q9JII5,ENSMUSG00000069565.13
Q9JII6,ENSMUSG00000028692.15
Q9JIK5,ENSMUSG00000020075.9
Q9JIK9,ENSMUSG00000038880.14
Q9JIM1,ENSMUSG00000023942.16
Q9JIQ3,ENSMUSG00000029433.17
Q9JIW9,ENSMUSG00000004451.15
Q9JIX0,ENSMUSG00000022338.9
Q9JIX8,ENSMUSG00000022185.20
Q9JIY5,ENSMUSG00000068329.13
Q9JIY7,ENSMUSG00000030004.7
Q9JIZ0,ENSMUSG00000057103.12
Q9JIZ9,ENSMUSG00000019461.13
Q9JJ00,ENSMUSG00000032369.14
Q9JJ06,ENSMUSG00000042460.6
Q9JJ28,ENSMUSG00000002812.5
Q9JJ80,ENSMUSG00000038510.13
Q9JJ89,ENSMUSG00000024732.8
Q9JJA2,ENSMUSG00000031916.18
Q9JJA4,ENSMUSG00000026019.16
Q9JJC9,ENSMUSG00000008429.9
Q9JJD0,ENSMUSG00000036442.9
Q9JJF3,ENSMUSG00000046791.9
Q9JJF9,ENSMUSG00000027366.13
Q9JJG9,ENSMUSG00000036285.11
Q9JJI8,ENSMUSG00000057322.13
Q9JJJ3,ENSMUSG00000032204.14
Q9JJK2,ENSMUSG00000062190.13
Q9JJK5,ENSMUSG00000031770.17
Q9JJL3,ENSMUSG00000030236.11
Q9JJL8,ENSMUSG00000070699.6
Q9JJT0,ENSMUSG00000024785.8
Q9JJT9,ENSMUSG00000008301.12
Q9JJU8,ENSMUSG00000031246.15
Q9JJV2,ENSMUSG00000027805.17
Q9JJW0,ENSMUSG00000000876.12
Q9JJX7,ENSMUSG00000035958.4
Q9JJY3,ENSMUSG00000031906.10
Q9JJY4,ENSMUSG00000027905.16
Q9JJZ2,ENSMUSG00000030137.9
Q9JJZ4,ENSMUSG00000028277.14
Q9JJZ6,ENSMUSG00000052040.11
Q9JK23,ENSMUSG00000022913.17
Q9JK38,ENSMUSG00000037722.9
Q9JK42,ENSMUSG00000038967.14
Q9JK48,ENSMUSG00000037062.14
Q9JK81,ENSMUSG00000001285.13
Q9JK83,ENSMUSG00000044641.8
Q9JK92,ENSMUSG00000041548.5
Q9JKB1,ENSMUSG00000022111.10
Q9JKB3,ENSMUSG00000030189.16
Q9JKC8,ENSMUSG00000021824.14
Q9JKF1,ENSMUSG00000030536.11
Q9JKF7,ENSMUSG00000022889.8
Q9JKJ9,ENSMUSG00000023963.11
Q9JKL4,ENSMUSG00000070283.5
Q9JKN1,ENSMUSG00000054414.5
Q9JKP5,ENSMUSG00000027763.14
Q9JKR6,ENSMUSG00000032115.15
Q9JKV1,ENSMUSG00000039041.16
Q9JKV5,ENSMUSG00000113949.2
Q9JKW0,ENSMUSG00000030654.10
Q9JKX3,ENSMUSG00000029716.14
Q9JKX4,ENSMUSG00000018697.15
Q9JKX6,ENSMUSG00000025817.14
Q9JKY0,ENSMUSG00000026174.10
Q9JKY5,ENSMUSG00000000915.16
Q9JL15,ENSMUSG00000057554.14
Q9JL35,ENSMUSG00000031245.9
Q9JL56,ENSMUSG00000033917.16
Q9JLB0,ENSMUSG00000038388.15
Q9JLB2,ENSMUSG00000021112.10
Q9JLB9,ENSMUSG00000022656.16
Q9JLC3,ENSMUSG00000075705.14
Q9JLI8,ENSMUSG00000018974.8
Q9JLJ2,ENSMUSG00000026687.15
Q9JLJ4,ENSMUSG00000021364.17
Q9JLJ5,ENSMUSG00000006390.16
Q9JLM9,ENSMUSG00000026888.15
Q9JLN9,ENSMUSG00000028991.16
Q9JLQ0,ENSMUSG00000061665.8
Q9JLQ2,ENSMUSG00000041890.18
Q9JLR9,ENSMUSG00000038412.9
Q9JLT2,ENSMUSG00000032098.14
Q9JLV1,ENSMUSG00000030847.9
Q9JLV2,ENSMUSG00000038324.14
Q9JLV5,ENSMUSG00000004364.15
Q9JLZ8,ENSMUSG00000025494.9
Q9JM13,ENSMUSG00000025340.15
Q9JM14,ENSMUSG00000020736.13
Q9JM52,ENSMUSG00000020827.19
Q9JM62,ENSMUSG00000035504.17
Q9JM76,ENSMUSG00000029465.15
Q9JM93,ENSMUSG00000029404.16
Q9JM95,ENSMUSG00000026811.19
Q9JM96,ENSMUSG00000041598.8
Q9JMA1,ENSMUSG00000047879.18
Q9JMA2,ENSMUSG00000002825.9
Q9JMA7,ENSMUSG00000075552.5
Q9JMA7,ENSMUSG00000075551.5
Q9JMB0,ENSMUSG00000021552.8
Q9JMC3,ENSMUSG00000032285.16
Q9JMC8,ENSMUSG00000028434.13
Q9JMD0,ENSMUSG00000017421.19
Q9JMD3,ENSMUSG00000030688.16
Q9JMF7,ENSMUSG00000026856.15
Q9JMG1,ENSMUSG00000015092.10
Q9JMG2,ENSMUSG00000048970.10
Q9JMH6,ENSMUSG00000020250.12
Q9JMH9,ENSMUSG00000000631.21
Q9NYQ2,ENSMUSG00000027870.9
Q9QUH0,ENSMUSG00000021591.9
Q9QUI0,ENSMUSG00000007815.14
Q9QUJ7,ENSMUSG00000031278.13
Q9QUK3,ENSMUSG00000026317.8
Q9QUM9,ENSMUSG00000021024.15
Q9QUR6,ENSMUSG00000019849.12
Q9QUR7,ENSMUSG00000032171.8
Q9QVP9,ENSMUSG00000059456.14
Q9QWG7,ENSMUSG00000029269.12
Q9QWL7,ENSMUSG00000035557.10
Q9QWR8,ENSMUSG00000022453.9
Q9QWV9,ENSMUSG00000011960.13
Q9QWW1,ENSMUSG00000025813.15
Q9QWY8,ENSMUSG00000022377.17
Q9QX11,ENSMUSG00000017132.19
Q9QX47,ENSMUSG00000022961.19
Q9QX60,ENSMUSG00000014554.14
Q9QXA1,ENSMUSG00000121584.1
Q9QXA1,ENSMUSG00000121583.1
Q9QXA1,ENSMUSG00000053929.19
Q9QXB9,ENSMUSG00000020537.10
Q9QXC1,ENSMUSG00000022871.14
Q9QXD1,ENSMUSG00000021751.14
Q9QXD6,ENSMUSG00000069805.11
Q9QXD8,ENSMUSG00000025239.4
Q9QXE0,ENSMUSG00000021884.19
Q9QXE7,ENSMUSG00000025246.14
Q9QXF8,ENSMUSG00000002769.10
Q9QXG4,ENSMUSG00000027605.19
Q9QXK3,ENSMUSG00000025607.16
Q9QXK7,ENSMUSG00000054309.10
Q9QXL2,ENSMUSG00000022629.19
Q9QXL8,ENSMUSG00000026575.16
Q9QXM0,ENSMUSG00000039202.13
Q9QXN3,ENSMUSG00000032386.16
Q9QXS1,ENSMUSG00000022565.16
Q9QXS8,ENSMUSG00000079494.3
Q9QXT0,ENSMUSG00000025381.4
Q9QXX4,ENSMUSG00000015112.16
Q9QXY6,ENSMUSG00000024065.9
Q9QXY9,ENSMUSG00000019809.17
Q9QXZ6,ENSMUSG00000041698.12
Q9QY30,ENSMUSG00000027048.17
Q9QY36,ENSMUSG00000031388.15
Q9QY73,ENSMUSG00000028618.12
Q9QY81,ENSMUSG00000030091.18
Q9QYA2,ENSMUSG00000002984.18
Q9QYB1,ENSMUSG00000037242.9
Q9QYB5,ENSMUSG00000025026.16
Q9QYC0,ENSMUSG00000029106.15
Q9QYC7,ENSMUSG00000053460.9
Q9QYE6,ENSMUSG00000021192.17
Q9QYF1,ENSMUSG00000066441.15
Q9QYF9,ENSMUSG00000027634.15
Q9QYG0,ENSMUSG00000004558.16
Q9QYH6,ENSMUSG00000025151.17
Q9QYI3,ENSMUSG00000014195.17
Q9QYI4,ENSMUSG00000020109.14
Q9QYI5,ENSMUSG00000026203.17
Q9QYI6,ENSMUSG00000014905.5
Q9QYJ0,ENSMUSG00000031701.7
Q9QYJ3,ENSMUSG00000005483.11
Q9QYK7,ENSMUSG00000028557.11
Q9QYR7,ENSMUSG00000021228.16
Q9QYR9,ENSMUSG00000021226.8
Q9QYS9,ENSMUSG00000062078.16
Q9QYY0,ENSMUSG00000031714.11
Q9QYY8,ENSMUSG00000024068.9
Q9QYY9,ENSMUSG00000037797.15
Q9QZ06,ENSMUSG00000025139.15
Q9QZ08,ENSMUSG00000034744.14
Q9QZ23,ENSMUSG00000029993.17
Q9QZ25,ENSMUSG00000020010.8
Q9QZ73,ENSMUSG00000027708.15
Q9QZ85,ENSMUSG00000054072.13
Q9QZ88,ENSMUSG00000029462.19
Q9QZA0,ENSMUSG00000031373.5
Q9QZB7,ENSMUSG00000021076.7
Q9QZD8,ENSMUSG00000025792.10
Q9QZD9,ENSMUSG00000028798.17
Q9QZE5,ENSMUSG00000030058.18
Q9QZE7,ENSMUSG00000056820.8
Q9QZH3,ENSMUSG00000028651.13
Q9QZI8,ENSMUSG00000019877.11
Q9QZK2,ENSMUSG00000028121.9
Q9QZM0,ENSMUSG00000050148.10
Q9QZM2,ENSMUSG00000020718.13
Q9QZN4,ENSMUSG00000055401.15
Q9QZQ1,ENSMUSG00000068036.17
Q9QZQ8,ENSMUSG00000015937.16
Q9QZR0,ENSMUSG00000026171.13
Q9QZS3,ENSMUSG00000021224.16
Q9QZS5,ENSMUSG00000017868.17
Q9QZW0,ENSMUSG00000062949.14
Q9QZX7,ENSMUSG00000001323.18
Q9R008,ENSMUSG00000041939.15
Q9R013,ENSMUSG00000083282.4
Q9R020,ENSMUSG00000028180.19
Q9R049,ENSMUSG00000031751.15
Q9R060,ENSMUSG00000022503.11
Q9R061,ENSMUSG00000039183.7
Q9R062,ENSMUSG00000019528.19
Q9R078,ENSMUSG00000029513.15
Q9R092,ENSMUSG00000025396.8
Q9R098,ENSMUSG00000029102.10
Q9R099,ENSMUSG00000005374.14
Q9R0A0,ENSMUSG00000028975.17
Q9R0A1,ENSMUSG00000022843.18
Q9R0E1,ENSMUSG00000004846.11
Q9R0E2,ENSMUSG00000019055.16
Q9R0H0,ENSMUSG00000020777.17
Q9R0H5,ENSMUSG00000051879.5
Q9R0I7,ENSMUSG00000021244.16
Q9R0K7,ENSMUSG00000030302.18
Q9R0M5,ENSMUSG00000029735.18
Q9R0M6,ENSMUSG00000079316.11
Q9R0N0,ENSMUSG00000020766.5
Q9R0P3,ENSMUSG00000021996.17
Q9R0P4,ENSMUSG00000030663.13
Q9R0P5,ENSMUSG00000015932.9
Q9R0P6,ENSMUSG00000025724.13
Q9R0Q3,ENSMUSG00000029390.14
Q9R0Q4,ENSMUSG00000031422.17
Q9R0Q6,ENSMUSG00000029621.15
Q9R0Q7,ENSMUSG00000071072.13
Q9R0T8,ENSMUSG00000042349.14
Q9R0U0,ENSMUSG00000028676.18
Q9R0X4,ENSMUSG00000025287.16
Q9R111,ENSMUSG00000058624.14
Q9R112,ENSMUSG00000005803.15
Q9R117,ENSMUSG00000032175.12
Q9R182,ENSMUSG00000028553.13
Q9R190,ENSMUSG00000071646.10
Q9R194,ENSMUSG00000068742.12
Q9R1C7,ENSMUSG00000061136.17
Q9R1E0,ENSMUSG00000044167.7
Q9R1J0,ENSMUSG00000031349.5
Q9R1K9,ENSMUSG00000031347.13
Q9R1P0,ENSMUSG00000032301.14
Q9R1P1,ENSMUSG00000069744.8
Q9R1P3,ENSMUSG00000028837.9
Q9R1P4,ENSMUSG00000030751.19
Q9R1Q6,ENSMUSG00000029810.16
Q9R1Q9,ENSMUSG00000019087.14
Q9R1S7,ENSMUSG00000030834.8
Q9R1S8,ENSMUSG00000021893.15
Q9R1T2,ENSMUSG00000052833.10
Q9R1T4,ENSMUSG00000050379.16
Q9R1Z7,ENSMUSG00000032067.7
Q9R1Z8,ENSMUSG00000022091.7
Q9R207,ENSMUSG00000028224.15
Q9R226,ENSMUSG00000022332.9
Q9R233,ENSMUSG00000024308.16
Q9WTI7,ENSMUSG00000017774.20
Q9WTK3,ENSMUSG00000022561.14
Q9WTK7,ENSMUSG00000003068.18
Q9WTL7,ENSMUSG00000028670.15
Q9WTL8,ENSMUSG00000055116.9
Q9WTM5,ENSMUSG00000003868.15
Q9WTN3,ENSMUSG00000020538.16
Q9WTP6,ENSMUSG00000028792.15
Q9WTP7,ENSMUSG00000024782.8
Q9WTU6,ENSMUSG00000020366.19
Q9WTX2,ENSMUSG00000002731.7
Q9WTX5,ENSMUSG00000036309.15
Q9WTX6,ENSMUSG00000029686.16
Q9WTX8,ENSMUSG00000029554.16
Q9WTZ0,ENSMUSG00000001134.10
Q9WTZ1,ENSMUSG00000051234.7
Q9WU19,ENSMUSG00000027261.3
Q9WU56,ENSMUSG00000029507.17
Q9WU60,ENSMUSG00000027312.15
Q9WU78,ENSMUSG00000032504.16
Q9WU79,ENSMUSG00000003526.13
Q9WU84,ENSMUSG00000034108.7
Q9WUA2,ENSMUSG00000026245.17
Q9WUA5,ENSMUSG00000055493.5
Q9WUB0,ENSMUSG00000027466.16
Q9WUD1,ENSMUSG00000039615.10
Q9WUH7,ENSMUSG00000025207.17
Q9WUK2,ENSMUSG00000040731.14
Q9WUL7,ENSMUSG00000025035.10
Q9WUM3,ENSMUSG00000024835.16
Q9WUM4,ENSMUSG00000004530.13
Q9WUM5,ENSMUSG00000052738.15
Q9WUN2,ENSMUSG00000020115.4
Q9WUP4,ENSMUSG00000029233.16
Q9WUP7,ENSMUSG00000018189.13
Q9WUQ2,ENSMUSG00000045302.14
Q9WUR2,ENSMUSG00000021417.16
Q9WUR9,ENSMUSG00000028527.19
Q9WUU7,ENSMUSG00000016256.11
Q9WUU9,ENSMUSG00000001150.8
Q9WUZ9,ENSMUSG00000021236.17
Q9WV02,ENSMUSG00000031134.17
Q9WV27,ENSMUSG00000007107.7
Q9WV32,ENSMUSG00000029622.17
Q9WV54,ENSMUSG00000031591.15
Q9WV55,ENSMUSG00000024091.10
Q9WV60,ENSMUSG00000022812.15
Q9WV68,ENSMUSG00000036775.14
Q9WV76,ENSMUSG00000032952.12
Q9WV85,ENSMUSG00000073435.11
Q9WV91,ENSMUSG00000027864.10
Q9WV96,ENSMUSG00000089847.9
Q9WV96,ENSMUSG00000110234.3
Q9WV98,ENSMUSG00000021079.17
Q9WVA2,ENSMUSG00000048007.5
Q9WVA3,ENSMUSG00000066979.7
Q9WVA4,ENSMUSG00000026547.16
Q9WVB0,ENSMUSG00000031586.18
Q9WVD5,ENSMUSG00000031482.10
Q9WVE8,ENSMUSG00000016664.18
Q9WVG6,ENSMUSG00000032185.17
Q9WVH4,ENSMUSG00000048756.12
Q9WVJ2,ENSMUSG00000025487.16
Q9WVJ3,ENSMUSG00000039007.11
Q9WVK4,ENSMUSG00000024772.10
Q9WVL0,ENSMUSG00000021033.12
Q9WVL3,ENSMUSG00000017756.10
Q9WVM3,ENSMUSG00000029466.12
Q9WVM8,ENSMUSG00000057228.7
Q9WVQ5,ENSMUSG00000010911.13
Q9WVT6,ENSMUSG00000038526.15
Q9Z0E0,ENSMUSG00000028833.14
Q9Z0E6,ENSMUSG00000028270.13
Q9Z0E8,ENSMUSG00000018900.8
Q9Z0F4,ENSMUSG00000030538.16
Q9Z0G9,ENSMUSG00000070473.5
Q9Z0H1,ENSMUSG00000024312.11
Q9Z0H3,ENSMUSG00000000902.14
Q9Z0H4,ENSMUSG00000002107.20
Q9Z0J0,ENSMUSG00000021242.10
Q9Z0K8,ENSMUSG00000037440.9
Q9Z0L8,ENSMUSG00000073987.5
Q9Z0M5,ENSMUSG00000024781.17
Q9Z0N1,ENSMUSG00000035150.16
Q9Z0N2,ENSMUSG00000069049.12
Q9Z0R4,ENSMUSG00000022957.21
Q9Z0R9,ENSMUSG00000024665.9
Q9Z0S1,ENSMUSG00000026617.17
Q9Z0S3,ENSMUSG00000047109.14
Q9Z0U1,ENSMUSG00000024812.12
Q9Z0V7,ENSMUSG00000031158.13
Q9Z0V8,ENSMUSG00000062580.10
Q9Z0W3,ENSMUSG00000051329.14
Q9Z0X1,ENSMUSG00000036932.15
Q9Z103,ENSMUSG00000051149.16
Q9Z108,ENSMUSG00000039536.17
Q9Z160,ENSMUSG00000018661.18
Q9Z172,ENSMUSG00000020265.17
Q9Z1B3,ENSMUSG00000051177.17
Q9Z1D1,ENSMUSG00000070319.7
Q9Z1E4,ENSMUSG00000003865.17
Q9Z1F9,ENSMUSG00000052997.16
Q9Z1G3,ENSMUSG00000022295.9
Q9Z1G4,ENSMUSG00000019302.18
Q9Z1J3,ENSMUSG00000027618.18
Q9Z1K5,ENSMUSG00000025234.12
Q9Z1K6,ENSMUSG00000064145.13
Q9Z1M4,ENSMUSG00000024830.18
Q9Z1N5,ENSMUSG00000019432.16
Q9Z1P6,ENSMUSG00000041881.14
Q9Z1Q2,ENSMUSG00000007036.16
Q9Z1Q5,ENSMUSG00000007041.10
Q9Z1Q9,ENSMUSG00000007029.17
Q9Z1R2,ENSMUSG00000024392.18
Q9Z1R3,ENSMUSG00000024391.8
Q9Z1T1,ENSMUSG00000021686.7
Q9Z1T6,ENSMUSG00000025949.17
Q9Z1X4,ENSMUSG00000032178.15
Q9Z1Z0,ENSMUSG00000029407.11
Q9Z1Z2,ENSMUSG00000030224.11
Q9Z204,ENSMUSG00000060373.17
Q9Z210,ENSMUSG00000028102.16
Q9Z211,ENSMUSG00000030545.10
Q9Z222,ENSMUSG00000051650.12
Q9Z239,ENSMUSG00000036570.15
Q9Z247,ENSMUSG00000029781.8
Q9Z266,ENSMUSG00000001018.16
Q9Z277,ENSMUSG00000002748.8
Q9Z2A0,ENSMUSG00000024122.17
Q9Z2A5,ENSMUSG00000030850.18
Q9Z2A7,ENSMUSG00000022555.13
Q9Z2C4,ENSMUSG00000015214.15
Q9Z2C5,ENSMUSG00000031337.17
Q9Z2D6,ENSMUSG00000031393.18
Q9Z2D8,ENSMUSG00000035478.15
Q9Z2E1,ENSMUSG00000024513.17
Q9Z2F7,ENSMUSG00000022051.16
Q9Z2G6,ENSMUSG00000020964.16
Q9Z2G9,ENSMUSG00000039745.9
Q9Z2I0,ENSMUSG00000005299.7
Q9Z2I8,ENSMUSG00000061838.8
Q9Z2I9,ENSMUSG00000022110.14
Q9Z2J0,ENSMUSG00000024354.14
Q9Z2L6,ENSMUSG00000024896.10
Q9Z2L7,ENSMUSG00000017561.17
Q9Z2M7,ENSMUSG00000022711.17
Q9Z2N8,ENSMUSG00000027671.15
Q9Z2Q5,ENSMUSG00000022706.17
Q9Z2T6,ENSMUSG00000116336.3
Q9Z2U0,ENSMUSG00000027566.16
Q9Z2U1,ENSMUSG00000068749.10
Q9Z2V4,ENSMUSG00000027513.12
Q9Z2V5,ENSMUSG00000031161.16
Q9Z2W0,ENSMUSG00000026209.16
Q9Z2W1,ENSMUSG00000026277.15
Q9Z2X1,ENSMUSG00000042079.14
Q9Z2X2,ENSMUSG00000031429.15
Q9Z2X8,ENSMUSG00000003308.16
Q9Z2Y8,ENSMUSG00000031485.16
Q9Z2Z6,ENSMUSG00000032602.7
Q9Z306,ENSMUSG00000020334.7
Q9Z315,ENSMUSG00000039148.6
Q9Z321,ENSMUSG00000022779.17
Q9Z329,ENSMUSG00000030287.16
S4R1M9,ENSMUSG00000040875.13
